name	type	county	state	county_code	population	num_new	num_old
Saline County Jail	Local	Saline County	MO	29195	46	2855	2854
Scotland County Jail	Local	Scotland County	MO	29199	2	2856	2855
Scott County Jail	Local	Scott County	MO	29201	100	2857	2856
Shannon County Jail	Local	Shannon County	MO	29203	6	2858	2857
Shelby County Jail	Local	Shelby County	MO	29205	7	2859	2858
Stoddard County Jail	Local	Stoddard County	MO	29207	57	2860	2859
Unlisted	Unlisted	Taney County	MO	29213	2	2861	2860
Taney County Jail	Local	Taney County	MO	29213	100	2862	2861
South Central Correctional Facility	State	Texas County	MO	29215	1599	2863	2862
Texas County Jail	Local	Texas County	MO	29215	45	2864	2863
Vernon County Jail	Local	Vernon County	MO	29217	48	2865	2864
Warren County Jail	Local	Warren County	MO	29219	106	2866	2865
Potosi Correctional Center	State	Washington County	MO	29221	899	2867	2866
Washington County Jail	Local	Washington County	MO	29221	27	2868	2867
Wayne County Jail	Local	Wayne County	MO	29223	14	2869	2868
Webster County Jail	Local	Webster County	MO	29225	24	2870	2869
Ozark Correctional Center	State	Webster County	MO	29225	629	2871	2870
Wright County Jail	Local	Wright County	MO	29229	23	2872	2871
Ditmas House	Private	St. Louis city	MO	29510	188	2873	2872
Mers/Mo Goodwill	Private	St. Louis city	MO	29510	75	2874	2873
St. Louis City Justice Center	Local	St. Louis city	MO	29510	572	2875	2874
St. Louis Community Release Center	State	St. Louis city	MO	29510	465	2876	2875
Beaverhead County Jail	Local	Beaverhead County	MT	30001	5	2877	2876
Big Horn County Jail	Local	Big Horn County	MT	30003	29	2878	2877
Blaine County Jail	Local	Blaine County	MT	30005	10	2879	2878
Broadwater County Jail	Local	Broadwater County	MT	30007	25	2880	2879
Great Falls Pre-Release	Private	Cascade County	MT	30013	236	2881	2880
Unlisted	Unlisted	Cascade County	MT	30013	17	2882	2881
Cascade County Regional Prison	Local	Cascade County	MT	30013	243	2883	2882
Chouteau County Jail	Local	Chouteau County	MT	30015	5	2884	2883
Law Enforcement Center	Local	Custer County	MT	30017	13	2885	2884
Dawson County Corrections	Unlisted	Dawson County	MT	30021	168	2886	2885
WATCh East	Private	Dawson County	MT	30021	54	2887	2886
Anaconda-Deer Lodge County Jail	Local	Deer Lodge County	MT	30023	24	2888	2887
START Program	Private	Deer Lodge County	MT	30023	91	2889	2888
WATCh Program	Private	Deer Lodge County	MT	30023	167	2890	2889
Fallon County Jail	Local	Fallon County	MT	30025	3	2891	2890
NEXUS Methamphetamine Treatment Center- CCCS	Private	Fergus County	MT	30027	87	2892	2891
Fergus County Jail	Local	Fergus County	MT	30027	6	2893	2892
Unlisted	Unlisted	Flathead County	MT	30029	4	2894	2893
Flathead County Detention Center	Local	Flathead County	MT	30029	76	2895	2894
Gallatin County Detention Center	Local	Gallatin County	MT	30031	49	2896	2895
Blackfeet Adult Detention Center	Local	Glacier County	MT	30035	22	2897	2896
Glacier County Jail	Local	Glacier County	MT	30035	11	2898	2897
Granite County Jail	Local	Granite County	MT	30039	1	2899	2898
Hill County Jail	Local	Hill County	MT	30041	30	2900	2899
Jefferson County Jail	Local	Jefferson County	MT	30043	14	2901	2900
Unlisted	Unlisted	Jefferson County	MT	30043	14	2902	2901
Unlisted	Unlisted	Jefferson County	MT	30043	11	2903	2902
Unlisted	Unlisted	Jefferson County	MT	30043	42	2904	2903
Unlisted	Unlisted	Lake County	MT	30047	4	2905	2904
Lake County Jail	Local	Lake County	MT	30047	35	2906	2905
Pablo Police Department	Local	Lake County	MT	30047	7	2907	2906
Lewis and Clark County Jail	Local	Lewis and Clark County	MT	30049	30	2908	2907
Helena Pre-Release Center	Halfway House	Lewis and Clark County	MT	30049	91	2909	2908
Lincoln County Jail	Local	Lincoln County	MT	30053	20	2910	2909
Mineral County Jail	Local	Mineral County	MT	30061	4	2911	2910
Missoula County Jail	Local	Missoula County	MT	30063	303	2912	2911
Musselshell County Jail	Local	Musselshell County	MT	30065	2	2913	2912
Park County Jail	Local	Park County	MT	30067	14	2914	2913
Pondera County Jail	Local	Pondera County	MT	30073	8	2915	2914
Powell County Jail	Local	Powell County	MT	30077	7	2916	2915
Montana State Prison and Treasure State Correctional Training Center	State	Powell County	MT	30077	1445	2917	2916
Unlisted	Unlisted	Ravalli County	MT	30081	2	2918	2917
Ravalli County Jail	Local	Ravalli County	MT	30081	40	2919	2918
Darby City Jail	Local	Ravalli County	MT	30081	3	2920	2919
Roosevelt County Jail	Local	Roosevelt County	MT	30085	9	2921	2920
Fort Peck Tribes Jail	Local	Roosevelt County	MT	30085	26	2922	2921
Rosebud County Jail	Local	Rosebud County	MT	30087	9	2923	2922
Unlisted	Unlisted	Rosebud County	MT	30087	21	2924	2923
Sanders County Jail	Local	Sanders County	MT	30089	12	2925	2924
Sheridan County Jail	Local	Sheridan County	MT	30091	1	2926	2925
Butte-Silver Bow Co. Det Center	Local	Silver Bow County	MT	30093	64	2927	2926
"Community Counseling and Correctional Services, Inc."	Private	Silver Bow County	MT	30093	202	2928	2927
Toole County Jail	Local	Toole County	MT	30101	6	2929	2928
Crossroads Correctional Center- CCA	Private	Toole County	MT	30101	619	2930	2929
Valley County Jail	Local	Valley County	MT	30105	7	2931	2930
Passages Prerelease Center and Alpha House Women Program	Private	Yellowstone County	MT	30111	157	2932	2931
Montana Women's Prison	State	Yellowstone County	MT	30111	159	2933	2932
Alpha House: Men's Pre-Release Center	Private	Yellowstone County	MT	30111	202	2934	2933
Yellowstone County Detention Facility	Local	Yellowstone County	MT	30111	372	2935	2934
Adams County Jail	Local	Adams County	NE	31001	28	2936	2935
Antelope County Jail	Local	Antelope County	NE	31003	6	2937	2936
Boone County Jail	Local	Boone County	NE	31011	2	2938	2937
Box Butte County Jail	Local	Box Butte County	NE	31013	11	2939	2938
Buffalo County Jail	Local	Buffalo County	NE	31019	96	2940	2939
Butler County Jail	Local	Butler County	NE	31023	30	2941	2940
Cass County Jail	Local	Cass County	NE	31025	90	2942	2941
Cedar County Jail	Local	Cedar County	NE	31027	4	2943	2942
Cherry County Jail	Local	Cherry County	NE	31031	3	2944	2943
Cheyenne County Jail	Local	Cheyenne County	NE	31033	7	2945	2944
Clay County Jail	Local	Clay County	NE	31035	5	2946	2945
Custer County Jail	Local	Custer County	NE	31041	6	2947	2946
Dakota County Jail	Local	Dakota County	NE	31043	65	2948	2947
Dawes County Jail	Local	Dawes County	NE	31045	16	2949	2948
Dawson County Jail	Local	Dawson County	NE	31047	95	2950	2949
Dixon County Jail	Local	Dixon County	NE	31051	8	2951	2950
Dodge Department of Corrections	Local	Dodge County	NE	31053	44	2952	2951
Nebraska Correctional Center for Youth	State	Douglas County	NE	31055	88	2953	2952
Omaha Correctional Center	State	Douglas County	NE	31055	609	2954	2953
Community Corrections Center	State	Douglas County	NE	31055	150	2955	2954
Douglas Department of Corrections	Local	Douglas County	NE	31055	1316	2956	2955
Unlisted	Unlisted	Douglas County	NE	31055	3	2957	2956
Unlisted	Unlisted	Douglas County	NE	31055	4	2958	2957
Fillmore County Jail	Local	Fillmore County	NE	31059	6	2959	2958
Franklin County Jail	Local	Franklin County	NE	31061	1	2960	2959
Frontier County Jail	Local	Frontier County	NE	31063	3	2961	2960
Furnas County Jail	Local	Furnas County	NE	31065	2	2962	2961
Gage County Jail	Local	Gage County	NE	31067	25	2963	2962
Hall County Corrections	Local	Hall County	NE	31079	225	2964	2963
Hamilton County Jail	Local	Hamilton County	NE	31081	9	2965	2964
Harlan County Jail	Local	Harlan County	NE	31083	3	2966	2965
Hitchcock County Jail	Local	Hitchcock County	NE	31087	4	2967	2966
Holt County Jail	Local	Holt County	NE	31089	4	2968	2967
Jefferson County Jail	Local	Jefferson County	NE	31095	8	2969	2968
Tecumseh State Correctional Institution	State	Johnson County	NE	31097	904	2970	2969
Kearny County Jail	Local	Kearney County	NE	31099	5	2971	2970
Keith County Jail	Local	Keith County	NE	31101	8	2972	2971
Kimball County Jail	Local	Kimball County	NE	31105	6	2973	2972
Knox County Jail	Local	Knox County	NE	31107	6	2974	2973
Country Meadows	Other	Lancaster County	NE	31109	52	2975	2974
Lancaster County Jail	Local	Lancaster County	NE	31109	302	2976	2975
Community Correctional Center - Lincoln; Diagnostic and Evaluation Center; Lincoln Correctional Center	State	Lancaster County	NE	31109	1212	2977	2976
Nebraska State Penitentiary	State	Lancaster County	NE	31109	1125	2978	2977
Lancaster Correctional Facility	Local	Lancaster County	NE	31109	160	2979	2978
Lincoln County Jail	Local	Lincoln County	NE	31111	59	2980	2979
Madison County Jail	Local	Madison County	NE	31119	68	2981	2980
Merrick County Jail	Local	Merrick County	NE	31121	10	2982	2981
Morrill County Jail	Local	Morrill County	NE	31123	4	2983	2982
Nemaha County Jail	Local	Nemaha County	NE	31127	13	2984	2983
Otoe County Jail	Local	Otoe County	NE	31131	11	2985	2984
Phelps County Jail	Local	Phelps County	NE	31137	48	2986	2985
Pierce County Jail	Local	Pierce County	NE	31139	12	2987	2986
Platte County Jail	Local	Platte County	NE	31141	110	2988	2987
Polk County Jail	Local	Polk County	NE	31143	1	2989	2988
Work Ethic Camp	State	Red Willow County	NE	31145	158	2990	2989
Richardson County Jail	Local	Richardson County	NE	31147	6	2991	2990
Saline County Jail	Local	Saline County	NE	31151	83	2992	2991
Sarpy County Jail	Local	Sarpy County	NE	31153	155	2993	2992
Saunders County Jail	Local	Saunders County	NE	31155	109	2994	2993
Scotts Bluff County Jail	Local	Scotts Bluff County	NE	31157	114	2995	2994
Seward County Jail	Local	Seward County	NE	31159	18	2996	2995
Sheridan County Jail	Local	Sheridan County	NE	31161	8	2997	2996
Thayer County Jail	Local	Thayer County	NE	31169	3	2998	2997
Thurston County Jail	Local	Thurston County	NE	31173	7	2999	2998
Valley County Jail	Local	Valley County	NE	31175	5	3000	2999
Washington County Jail	Local	Washington County	NE	31177	23	3001	3000
Webster County Jail	Local	Webster County	NE	31181	5	3002	3001
York County Jail	Local	York County	NE	31185	20	3003	3002
Nebraska Correctional Center for Women	State	York County	NE	31185	278	3004	3003
Churchill County Jail	Local	Churchill County	NV	32001	40	3005	3004
Unlisted	Unlisted	Clark County	NV	32003	904	3006	3005
Clark County Detention Center	Local	Clark County	NV	32003	3557	3007	3006
Unlisted	Local	Clark County	NV	32003	127	3008	3007
Casa Grande Transitional Housing	Halfway House	Clark County	NV	32003	174	3009	3008
North Las Vegas Detention Correction Ctr	Local	Clark County	NV	32003	748	3010	3009
Unlisted	Unlisted	Clark County	NV	32003	9	3011	3010
Henderson Detention Center	Local	Clark County	NV	32003	202	3012	3011
Unlisted	Unlisted	Clark County	NV	32003	3	3013	3012
Jean Conservation Camp	State	Clark County	NV	32003	150	3014	3013
Florence McClure Women's Correctional Center	State	Clark County	NV	32003	731	3015	3014
"High Desert State Prison, Three Lakes Valley Conservation Camp"	State	Clark County	NV	32003	4978	3016	3015
Mesquite Detention Center	Local	Clark County	NV	32003	14	3017	3016
Unlisted	Unlisted	Clark County	NV	32003	1	3018	3017
Douglas County Jail	Local	Douglas County	NV	32005	80	3019	3018
Wells Conservation Camp	State	Elko County	NV	32007	95	3020	3019
Elk County Jail	Local	Elko County	NV	32007	105	3021	3020
Carlin Conservation Camp	State	Elko County	NV	32007	112	3022	3021
Owyhee Detention Center	Unlisted	Elko County	NV	32007	14	3023	3022
Esmeralda County Jail	Local	Esmeralda County	NV	32009	1	3024	3023
Eureka County Jail	Local	Eureka County	NV	32011	1	3025	3024
Humboldt Conservation Camp	State	Humboldt County	NV	32013	118	3026	3025
Humboldt County Jail	Local	Humboldt County	NV	32013	24	3027	3026
Lincoln County Detention Center	Local	Lincoln County	NV	32017	74	3028	3027
Pioche Conservation Camp	State	Lincoln County	NV	32017	150	3029	3028
Lyon County Jail	Local	Lyon County	NV	32019	69	3030	3029
Mineral County Detention Facility	Local	Mineral County	NV	32021	18	3031	3030
Nye County	Local	Nye County	NV	32023	67	3032	3031
Tonopah Conservation Camp	State	Nye County	NV	32023	65	3033	3032
Unlisted	Local	Nye County	NV	32023	20	3034	3033
Lovelock Correctional Center	State	Pershing County	NV	32027	1654	3035	3034
Pershing County Jail	Local	Pershing County	NV	32027	9	3036	3035
Storey County Jail	Local	Storey County	NV	32029	5	3037	3036
Bannum Place of Reno	Halfway House	Washoe County	NV	32031	23	3038	3037
Northern Nv Restitution Center	State	Washoe County	NV	32031	68	3039	3038
Washoe County Detention Center	Local	Washoe County	NV	32031	1090	3040	3039
White Pine County Jail	Local	White Pine County	NV	32033	15	3041	3040
Ely State Prison	State	White Pine County	NV	32033	1129	3042	3041
Carson City Jail	Local	Carson City	NV	32510	144	3043	3042
"Nevada State Prison, Warm Springs Correctional Center"	State	Carson City	NV	32510	1293	3044	3043
"Northern Nevada Correctional Center, Stewart Conservation Camp"	State	Carson City	NV	32510	1810	3045	3044
Unlisted	Unlisted	Belknap County	NH	33001	95	3046	3045
Unlisted	Unlisted	Carroll County	NH	33003	55	3047	3046
Unlisted	Unlisted	Cheshire County	NH	33005	144	3048	3047
Unlisted	Unlisted	Coos County	NH	33007	29	3049	3048
Northern New Hampshire Correctional Facility	State	Coos County	NH	33007	758	3050	3049
Unlisted	Unlisted	Coos County	NH	33007	4	3051	3050
Unlisted	Unlisted	Grafton County	NH	33009	118	3052	3051
Unlisted	Unlisted	Hillsborough County	NH	33011	64	3053	3052
Unlisted	Unlisted	Hillsborough County	NH	33011	593	3054	3053
State Prison for Women	State	Hillsborough County	NH	33011	124	3055	3054
Unlisted	Unlisted	Hillsborough County	NH	33011	12	3056	3055
Unlisted	Unlisted	Merrimack County	NH	33013	44	3057	3056
New Hampshire State Prison	State	Merrimack County	NH	33013	1766	3058	3057
Merrimack County House Of Corrections and Jail	Local	Merrimack County	NH	33013	250	3059	3058
Unlisted	Unlisted	Rockingham County	NH	33015	287	3060	3059
Unlisted	Unlisted	Strafford County	NH	33017	409	3061	3060
Unlisted	Unlisted	Strafford County	NH	33017	1	3062	3061
Unlisted	Unlisted	Sullivan County	NH	33019	82	3063	3062
Unlisted	Unlisted	Sullivan County	NH	33019	16	3064	3063
Atlantic County Jail - Dept. Of Public Safety	Local	Atlantic County	NJ	34001	953	3065	3064
Bergen County Jail And Annex	Local	Bergen County	NJ	34003	45	3066	3065
Bergen County Jail And Annex	Local	Bergen County	NJ	34003	687	3067	3066
Unlisted	Unlisted	Burlington County	NJ	34005	189	3068	3067
Bergen County Jail	Local	Burlington County	NJ	34005	343	3069	3068
Mid-State Correctional Facility	State	Burlington County	NJ	34005	660	3070	3069
FCI Fort Dix	Federal	Burlington County	NJ	34005	4665	3071	3070
Unlisted	Unlisted	Camden County	NJ	34007	74	3072	3071
Camden County Correctional Facility	Local	Camden County	NJ	34007	1742	3073	3072
Cape May County Jail	Local	Cape May County	NJ	34009	248	3074	3073
Bayside	State	Cumberland County	NJ	34011	2246	3075	3074
Southern State	State	Cumberland County	NJ	34011	2159	3076	3075
FCI Fairton	Federal	Cumberland County	NJ	34011	1251	3077	3076
Unlisted	Unlisted	Cumberland County	NJ	34011	534	3078	3077
Southwoods	State	Cumberland County	NJ	34011	3723	3079	3078
Unlisted	Unlisted	Cumberland County	NJ	34011	112	3080	3079
Unlisted	Unlisted	Cumberland County	NJ	34011	60	3081	3080
Unlisted	Unlisted	Cumberland County	NJ	34011	109	3082	3081
Unlisted	Unlisted	Essex County	NJ	34013	112	3083	3082
Unlisted	Unlisted	Essex County	NJ	34013	2399	3084	3083
Unlisted	Unlisted	Essex County	NJ	34013	47	3085	3084
Unlisted	Unlisted	Essex County	NJ	34013	21	3086	3085
Unlisted	Unlisted	Essex County	NJ	34013	81	3087	3086
Unlisted	Unlisted	Essex County	NJ	34013	4	3088	3087
Northern State Prison	State	Essex County	NJ	34013	3557	3089	3088
Unlisted	Unlisted	Essex County	NJ	34013	138	3090	3089
Unlisted	Unlisted	Essex County	NJ	34013	497	3091	3090
Unlisted	Unlisted	Essex County	NJ	34013	491	3092	3091
Unlisted	Unlisted	Gloucester County	NJ	34015	42	3093	3092
Gloucester County	Local	Gloucester County	NJ	34015	363	3094	3093
Unlisted	Unlisted	Gloucester County	NJ	34015	22	3095	3094
"Hudson County Correctional Faciility, Talbot Hall, Northern Regional Unit"	"State,Local"	Hudson County	NJ	34017	1843	3096	3095
Edna Mahan CF for Women	State	Hunterdon County	NJ	34019	1402	3097	3096
Hunterdon County Jail	Local	Hunterdon County	NJ	34019	116	3098	3097
Mercer County Correctional Center	Local	Hunterdon County	NJ	34019	998	3099	3098
Unlisted	Unlisted	Mercer County	NJ	34021	36	3100	3099
CRAF (Central Reception)	State	Mercer County	NJ	34021	536	3101	3100
The Albert M. quot;Boquot; Robinson Assessment and Treatment Center	Private	Mercer County	NJ	34021	583	3102	3101
New Jersey State Prison	State	Mercer County	NJ	34021	1899	3103	3102
Jones Farm Work Camp	State	Mercer County	NJ	34021	225	3104	3103
Unlisted	Unlisted	Middlesex County	NJ	34023	5	3105	3104
Middlesex County Adult Correctional Center	Local	Middlesex County	NJ	34023	989	3106	3105
Adult Diagnostic Cntr./E. Jersey State	State	Middlesex County	NJ	34023	2580	3107	3106
Unlisted	Unlisted	Middlesex County	NJ	34023	377	3108	3107
Unlisted	Unlisted	Middlesex County	NJ	34023	14	3109	3108
Monmouth County Correctional Institution	Local	Monmouth County	NJ	34025	1305	3110	3109
Morris County Correctional Facility	Local	Morris County	NJ	34027	411	3111	3110
Unlisted	Unlisted	Ocean County	NJ	34029	14	3112	3111
Ocean County Justice Complex	Local	Ocean County	NJ	34029	526	3113	3112
Unlisted	Unlisted	Passaic County	NJ	34031	49	3114	3113
Passaic County Jail	Local	Passaic County	NJ	34031	1019	3115	3114
Salem County Jail	Local	Salem County	NJ	34033	287	3116	3115
Somerset County Jail and Annex	Local	Somerset County	NJ	34035	273	3117	3116
Sussex County Keogh Dwyer Corr Facility	Local	Sussex County	NJ	34037	174	3118	3117
Unlisted	Unlisted	Union County	NJ	34039	1	3119	3118
Unlisted	Unlisted	Union County	NJ	34039	231	3120	3119
Union County Jail	Local	Union County	NJ	34039	866	3121	3120
Warren County Correctional Center	Local	Warren County	NJ	34041	135	3122	3121
Kirtland AFB disciplinary barracks	Military	Bernalillo County	NM	35001	4	3123	3122
Bernalillo County Metropolitan Detention Center	Local	Bernalillo County	NM	35001	603	3124	3123
Unlisted	Unlisted	Bernalillo County	NM	35001	59	3125	3124
Unlisted	Unlisted	Bernalillo County	NM	35001	10	3126	3125
Unlisted	Unlisted	Bernalillo County	NM	35001	55	3127	3126
Unlisted	Unlisted	Bernalillo County	NM	35001	141	3128	3127
Unlisted	Unlisted	Bernalillo County	NM	35001	2681	3129	3128
Catron County Jail	Local	Catron County	NM	35003	3	3130	3129
Chaves County Adult Detention Center	Local	Chaves County	NM	35005	204	3131	3130
Unlisted	Unlisted	Chaves County	NM	35005	285	3132	3131
Laguna Police Department	Local	Cibola County	NM	35006	37	3133	3132
New Mexico Women's Correctional Facility	Private	Cibola County	NM	35006	573	3134	3133
Western New Mexico Correctional Facility	State	Cibola County	NM	35006	410	3135	3134
Cibola County Correctional Center	Private	Cibola County	NM	35006	1255	3136	3135
Colfax County jail	Local	Colfax County	NM	35007	49	3137	3136
Unlisted	Unlisted	Colfax County	NM	35007	216	3138	3137
Curry County Detention Center	Local	Curry County	NM	35009	276	3139	3138
De Baca County Jail	Local	De Baca County	NM	35011	9	3140	3139
Dona Ana County Detention Center	Local	Dona Ana County	NM	35013	811	3141	3140
Southern New Mexico Correctional Facility	State	Dona Ana County	NM	35013	699	3142	3141
Eddy County Detention Center	Local	Eddy County	NM	35015	205	3143	3142
Unlisted	Unlisted	Eddy County	NM	35015	1	3144	3143
Grant County Detention Center	Local	Grant County	NM	35017	74	3145	3144
Guadalupe County Correctional Facility	Private	Guadalupe County	NM	35019	566	3146	3145
Hidalgo County Jail	Local	Hidalgo County	NM	35023	23	3147	3146
Unlisted	Unlisted	Lea County	NM	35025	13	3148	3147
Lea County Correctional Facility	Private	Lea County	NM	35025	1134	3149	3148
Lea County Jail	Local	Lea County	NM	35025	269	3150	3149
Lincoln County Detention Center	Local	Lincoln County	NM	35027	98	3151	3150
Los Alamos County jail	Local	Los Alamos County	NM	35028	10	3152	3151
Luna County Detention Center	Local	Luna County	NM	35029	464	3153	3152
Unlisted	Unlisted	McKinley County	NM	35031	18	3154	3153
Unlisted	Unlisted	McKinley County	NM	35031	9	3155	3154
Unlisted	Unlisted	Otero County	NM	35035	2	3156	3155
Otero County Detention Center	Local	Otero County	NM	35035	214	3157	3156
Unlisted	Unlisted	Otero County	NM	35035	1077	3158	3157
Quay County Detention Center	Local	Quay County	NM	35037	18	3159	3158
Rio Arriba County Detention Center	Local	Rio Arriba County	NM	35039	100	3160	3159
Unlisted	Unlisted	Rio Arriba County	NM	35039	55	3161	3160
Roosevelt County Detention Center	Local	Roosevelt County	NM	35041	93	3162	3161
Sandoval County Jail	Local	Sandoval County	NM	35043	327	3163	3162
Unlisted	Unlisted	San Juan County	NM	35045	46	3164	3163
San Juan County Adult Detention Center	Local	San Juan County	NM	35045	631	3165	3164
Unlisted	Unlisted	San Juan County	NM	35045	36	3166	3165
Unlisted	Unlisted	San Miguel County	NM	35047	101	3167	3166
Unlisted	Unlisted	San Miguel County	NM	35047	13	3168	3167
Unlisted	Unlisted	Santa Fe County	NM	35049	15	3169	3168
Unlisted	Unlisted	Santa Fe County	NM	35049	393	3170	3169
New Mexico State Penitentiary	State	Santa Fe County	NM	35049	563	3171	3170
Santa Fe County Government: Adult Detentions Facility	Local	Santa Fe County	NM	35049	276	3172	3171
Sierra County Jail	Local	Sierra County	NM	35051	51	3173	3172
Socorro County jail	Local	Socorro County	NM	35053	21	3174	3173
Taos County Detention Center	Local	Taos County	NM	35055	22	3175	3174
Unlisted	Unlisted	Taos County	NM	35055	2	3176	3175
Torrance County Detention Facility	Private	Torrance County	NM	35057	609	3177	3176
Northeast New Mexico Detention Facility	Private	Union County	NM	35059	629	3178	3177
Valencia County Adult Detention Center	Local	Valencia County	NM	35061	143	3179	3178
Central New Mexico Correctional Minimum Restricted	State	Valencia County	NM	35061	605	3180	3179
Central New Mexico Correctional Facility and Minimum Unit	State	Valencia County	NM	35061	601	3181	3180
Albany County Correctional Facility	Local	Albany County	NY	36001	680	3182	3181
Allegany County Jail	Local	Allegany County	NY	36003	100	3183	3182
Rikers Island	Local	Bronx County	NY	36005	8634	3184	3183
Rikers Island	Local	Bronx County	NY	36005	2457	3185	3184
Unlisted	Unlisted	Bronx County	NY	36005	6	3186	3185
Vernon C. Bain Center (VCBC)	Local	Bronx County	NY	36005	848	3187	3186
Fulton	State	Bronx County	NY	36005	127	3188	3187
Unlisted	Unlisted	Bronx County	NY	36005	4	3189	3188
Volunteer of America	Halfway House	Broome County	NY	36007	11	3190	3189
Unlisted	Unlisted	Broome County	NY	36007	10	3191	3190
Broome County Jail	Local	Broome County	NY	36007	476	3192	3191
Cattaraugus County Jail	Local	Cattaraugus County	NY	36009	111	3193	3192
Cayuga County Jail	Local	Cayuga County	NY	36011	160	3194	3193
Cayuga	State	Cayuga County	NY	36011	1031	3195	3194
Auburn	State	Cayuga County	NY	36011	1733	3196	3195
Lakeview	State	Chautauqua County	NY	36013	783	3197	3196
Chautauqua County Jail	Local	Chautauqua County	NY	36013	259	3198	3197
Elmira	State	Chemung County	NY	36015	1787	3199	3198
Chemung County Jail	Local	Chemung County	NY	36015	204	3200	3199
Southport	State	Chemung County	NY	36015	878	3201	3200
Chenango County Jail	Local	Chenango County	NY	36017	87	3202	3201
Altona	State	Clinton County	NY	36019	416	3203	3202
Lyon Mountain	State	Clinton County	NY	36019	109	3204	3203
Clinton	State	Clinton County	NY	36019	757	3205	3204
Clinton	State	Clinton County	NY	36019	2058	3206	3205
Clinton County Jail	Local	Clinton County	NY	36019	234	3207	3206
Unlisted	Unlisted	Clinton County	NY	36019	2	3208	3207
Columbia County Jail	Local	Columbia County	NY	36021	107	3209	3208
Hudson Correctional Facility	State	Columbia County	NY	36021	109	3210	3209
Hudson Correctional Facility	State	Columbia County	NY	36021	77	3211	3210
Hudson Correctional Facility	State	Columbia County	NY	36021	126	3212	3211
Hudson Correctional Facility	State	Columbia County	NY	36021	51	3213	3212
Unlisted	Unlisted	Cortland County	NY	36023	4	3214	3213
Cortland County Jail	Local	Cortland County	NY	36023	63	3215	3214
Delaware County Jail	Local	Delaware County	NY	36025	80	3216	3215
Unlisted	Unlisted	Delaware County	NY	36025	3	3217	3216
Downstate	State	Dutchess County	NY	36027	1198	3218	3217
Marist College	Other	Dutchess County	NY	36027	224	3219	3218
Beacon	State	Dutchess County	NY	36027	168	3220	3219
Dutchess County Jail	Local	Dutchess County	NY	36027	357	3221	3220
Unlisted	Unlisted	Dutchess County	NY	36027	10	3222	3221
Green Haven Correctional Facility	State	Dutchess County	NY	36027	2062	3223	3222
Fishkill	State	Dutchess County	NY	36027	798	3224	3223
Fishkill	State	Dutchess County	NY	36027	942	3225	3224
Wende Correctional Facility	State	Erie County	NY	36029	920	3226	3225
Buffalo Correctional Facility	State	Erie County	NY	36029	121	3227	3226
Erie County Correctional Facility	Local	Erie County	NY	36029	837	3228	3227
Gowanda Correctional Facility	State	Erie County	NY	36029	1629	3229	3228
Collins Correctional Facility	State	Erie County	NY	36029	960	3230	3229
Erie County Holding Center	Local	Erie County	NY	36029	868	3231	3230
Unlisted	Unlisted	Erie County	NY	36029	11	3232	3231
Buffalo Halfway House	Halfway House	Erie County	NY	36029	44	3233	3232
Unlisted	Unlisted	Erie County	NY	36029	3	3234	3233
Federal Correctional Institution Ray Brook	Federal	Essex County	NY	36031	374	3235	3234
Federal Correctional Institution Ray Brook	Federal	Essex County	NY	36031	848	3236	3235
Adirondack	State	Essex County	NY	36031	285	3237	3236
Adirondack	State	Essex County	NY	36031	130	3238	3237
Essex County Jail	Local	Essex County	NY	36031	69	3239	3238
Moriah Shock Incarceration Corr. Fac.	State	Essex County	NY	36031	130	3240	3239
Chateaugay Correctional Facility	State	Franklin County	NY	36033	201	3241	3240
Bare Hill and Upstate	State	Franklin County	NY	36033	2827	3242	3241
Franklin Correctional Facility and Franklin County Jail	"State,Local"	Franklin County	NY	36033	1638	3243	3242
Unlisted	Unlisted	Franklin County	NY	36033	202	3244	3243
Hale	State	Fulton County	NY	36035	431	3245	3244
Fulton County Jail	Local	Fulton County	NY	36035	68	3246	3245
Buffalo Federal Detention Center	Federal	Genesee County	NY	36037	612	3247	3246
Genesee County Jail	Local	Genesee County	NY	36037	69	3248	3247
Coxsackie	State	Greene County	NY	36039	1015	3249	3248
Greene	State	Greene County	NY	36039	1759	3250	3249
Greene County Jail	Local	Greene County	NY	36039	55	3251	3250
Hamilton County Jail	Local	Hamilton County	NY	36041	1	3252	3251
Herkimer County Correctional Facility	Local	Herkimer County	NY	36043	27	3253	3252
Cape Vincent	State	Jefferson County	NY	36045	804	3254	3253
Jefferson County Jail	Local	Jefferson County	NY	36045	150	3255	3254
Watertown	State	Jefferson County	NY	36045	565	3256	3255
Brooklyn Metropolitan Detention	Federal	Kings County	NY	36047	2089	3257	3256
Brooklyn House of Detention	Local	Kings County	NY	36047	8	3258	3257
Brooklyn CCC	Halfway House	Kings County	NY	36047	93	3259	3258
Unlisted	Unlisted	Kings County	NY	36047	51	3260	3259
Unlisted	Unlisted	Kings County	NY	36047	85	3261	3260
Unlisted	Unlisted	Kings County	NY	36047	12	3262	3261
Unlisted	Unlisted	Kings County	NY	36047	11	3263	3262
Unlisted	Unlisted	Kings County	NY	36047	4	3264	3263
Lewis County Jail	Local	Lewis County	NY	36049	29	3265	3264
Livingston County Jail	Local	Livingston County	NY	36051	86	3266	3265
Livingston	State	Livingston County	NY	36051	765	3267	3266
Groveland	State	Livingston County	NY	36051	991	3268	3267
