state name,county fips,county name,votes gop,votes dem,total votes,% GOP,% DEM,Majority,% Votes
Missouri,29053,Cooper County,6272,2249,8710,72.01%,25.82%,GOP,97.83%
Missouri,29055,Crawford County,8725,2113,10973,79.51%,19.26%,GOP,98.77%
Missouri,29057,Dade County,3414,656,4123,82.80%,15.91%,GOP,98.71%
Missouri,29059,Dallas County,6620,1380,8122,81.51%,16.99%,GOP,98.50%
Missouri,29061,Daviess County,3077,740,3884,79.22%,19.05%,GOP,98.27%
Missouri,29063,DeKalb County,3827,930,4842,79.04%,19.21%,GOP,98.24%
Missouri,29065,Dent County,5987,1056,7142,83.83%,14.79%,GOP,98.61%
Missouri,29067,Douglas County,5896,1012,6994,84.30%,14.47%,GOP,98.77%
Missouri,29069,Dunklin County,8135,2200,10419,78.08%,21.12%,GOP,99.19%
Missouri,29071,Franklin County,38034,14561,53750,70.76%,27.09%,GOP,97.85%
Missouri,29073,Gasconade County,6222,1601,7934,78.42%,20.18%,GOP,98.60%
Missouri,29075,Gentry County,2580,613,3239,79.65%,18.93%,GOP,98.58%
Missouri,29077,Greene County,83630,55068,142272,58.78%,38.71%,GOP,97.49%
Missouri,29079,Grundy County,3585,799,4437,80.80%,18.01%,GOP,98.81%
Missouri,29081,Harrison County,3198,597,3825,83.61%,15.61%,GOP,99.22%
Missouri,29083,Henry County,8019,2615,10776,74.42%,24.27%,GOP,98.68%
Missouri,29085,Hickory County,3965,1054,5080,78.05%,20.75%,GOP,98.80%
Missouri,29087,Holt County,1976,338,2344,84.30%,14.42%,GOP,98.72%
Missouri,29089,Howard County,3552,1412,5089,69.80%,27.75%,GOP,97.54%
Missouri,29091,Howell County,15174,3214,18637,81.42%,17.25%,GOP,98.66%
Missouri,29093,Iron County,3596,945,4592,78.31%,20.58%,GOP,98.89%
Missouri,29095,Jackson County,126535,199842,334055,37.88%,59.82%,DEM,97.70%
Missouri,29097,Jasper County,37714,13539,52515,71.82%,25.78%,GOP,97.60%
Missouri,29099,Jefferson County,77021,37507,116629,66.04%,32.16%,GOP,98.20%
Missouri,29101,Johnson County,15468,6961,23134,66.86%,30.09%,GOP,96.95%
Missouri,29103,Knox County,1486,340,1856,80.06%,18.32%,GOP,98.38%
Missouri,29105,Laclede County,13755,2779,16819,81.78%,16.52%,GOP,98.31%
Missouri,29107,Lafayette County,12262,4470,17083,71.78%,26.17%,GOP,97.95%
Missouri,29109,Lawrence County,14421,3214,17930,80.43%,17.93%,GOP,98.35%
Missouri,29111,Lewis County,3541,984,4607,76.86%,21.36%,GOP,98.22%
Missouri,29113,Lincoln County,21702,6553,28814,75.32%,22.74%,GOP,98.06%
Missouri,29115,Linn County,4344,1274,5700,76.21%,22.35%,GOP,98.56%
Missouri,29117,Livingston County,5266,1409,6755,77.96%,20.86%,GOP,98.82%
Missouri,29119,McDonald County,7465,1437,9050,82.49%,15.88%,GOP,98.36%
Missouri,29121,Macon County,6075,1661,7834,77.55%,21.20%,GOP,98.75%
Missouri,29123,Madison County,4581,1017,5671,80.78%,17.93%,GOP,98.71%
Missouri,29125,Maries County,3890,814,4774,81.48%,17.05%,GOP,98.53%
Missouri,29127,Marion County,9910,3201,13370,74.12%,23.94%,GOP,98.06%
Missouri,29129,Mercer County,1541,222,1779,86.62%,12.48%,GOP,99.10%
Missouri,29131,Miller County,10175,2038,12379,82.20%,16.46%,GOP,98.66%
Missouri,29133,Mississippi County,3537,1178,4756,74.37%,24.77%,GOP,99.14%
Missouri,29135,Moniteau County,5738,1307,7150,80.25%,18.28%,GOP,98.53%
Missouri,29137,Monroe County,3466,931,4467,77.59%,20.84%,GOP,98.43%
Missouri,29139,Montgomery County,4457,1206,5770,77.24%,20.90%,GOP,98.15%
Missouri,29141,Morgan County,7439,1924,9484,78.44%,20.29%,GOP,98.72%
Missouri,29143,New Madrid County,5447,1748,7248,75.15%,24.12%,GOP,99.27%
Missouri,29145,Newton County,22090,5793,28396,77.79%,20.40%,GOP,98.19%
Missouri,29147,Nodaway County,6855,2849,9874,69.42%,28.85%,GOP,98.28%
Missouri,29149,Oregon County,3847,823,4742,81.13%,17.36%,GOP,98.48%
Missouri,29151,Osage County,6341,1031,7449,85.13%,13.84%,GOP,98.97%
Missouri,29153,Ozark County,4064,752,4870,83.45%,15.44%,GOP,98.89%
Missouri,29155,Pemiscot County,4116,1556,5727,71.87%,27.17%,GOP,99.04%
Missouri,29157,Perry County,7634,1661,9429,80.96%,17.62%,GOP,98.58%
Missouri,29159,Pettis County,13835,4776,19069,72.55%,25.05%,GOP,97.60%
Missouri,29161,Phelps County,13438,5619,19495,68.93%,28.82%,GOP,97.75%
Missouri,29163,Pike County,5856,1717,7686,76.19%,22.34%,GOP,98.53%
Missouri,29165,Platte County,29251,28111,58523,49.98%,48.03%,GOP,98.02%
Missouri,29167,Polk County,11849,2883,15059,78.68%,19.14%,GOP,97.83%
Missouri,29169,Pulaski County,10326,3735,14405,71.68%,25.93%,GOP,97.61%
Missouri,29171,Putnam County,1984,361,2361,84.03%,15.29%,GOP,99.32%
Missouri,29173,Ralls County,4396,1205,5662,77.64%,21.28%,GOP,98.92%
Missouri,29175,Randolph County,8018,2485,10742,74.64%,23.13%,GOP,97.78%
Missouri,29177,Ray County,8328,3107,11654,71.46%,26.66%,GOP,98.12%
Missouri,29179,Reynolds County,2733,529,3298,82.87%,16.04%,GOP,98.91%
Missouri,29181,Ripley County,4838,833,5743,84.24%,14.50%,GOP,98.75%
Missouri,29183,St. Charles County,128193,89346,222175,57.70%,40.21%,GOP,97.91%
Missouri,29185,St. Clair County,3930,988,4972,79.04%,19.87%,GOP,98.91%
Missouri,29186,Ste. Genevieve County,6627,2713,9495,69.79%,28.57%,GOP,98.37%
Missouri,29187,St. Francois County,20506,7044,27996,73.25%,25.16%,GOP,98.41%
Missouri,29189,St. Louis County,199493,328151,536446,37.19%,61.17%,DEM,98.36%
Missouri,29195,Saline County,6447,2903,9528,67.66%,30.47%,GOP,98.13%
Missouri,29197,Schuyler County,1606,373,2005,80.10%,18.60%,GOP,98.70%
Missouri,29199,Scotland County,1560,387,1985,78.59%,19.50%,GOP,98.09%
Missouri,29201,Scott County,13769,3753,17748,77.58%,21.15%,GOP,98.73%
Missouri,29203,Shannon County,3164,706,3908,80.96%,18.07%,GOP,99.03%
Missouri,29205,Shelby County,2699,592,3355,80.45%,17.65%,GOP,98.09%
Missouri,29207,Stoddard County,11460,1814,13410,85.46%,13.53%,GOP,98.99%
Missouri,29209,Stone County,14800,3506,18520,79.91%,18.93%,GOP,98.84%
Missouri,29211,Sullivan County,1974,478,2471,79.89%,19.34%,GOP,99.23%
Missouri,29213,Taney County,20426,5325,26240,77.84%,20.29%,GOP,98.14%
Missouri,29215,Texas County,9478,1716,11332,83.64%,15.14%,GOP,98.78%
Missouri,29217,Vernon County,7135,1902,9164,77.86%,20.76%,GOP,98.61%
Missouri,29219,Warren County,13222,4769,18373,71.96%,25.96%,GOP,97.92%
Missouri,29221,Washington County,8046,1804,9971,80.69%,18.09%,GOP,98.79%
Missouri,29223,Wayne County,4984,844,5874,84.85%,14.37%,GOP,99.22%
Missouri,29225,Webster County,14874,3572,18776,79.22%,19.02%,GOP,98.24%
Missouri,29227,Worth County,877,215,1107,79.22%,19.42%,GOP,98.64%
Missouri,29229,Wright County,7452,1167,8737,85.29%,13.36%,GOP,98.65%
Missouri,29510,St. Louis city,21474,110089,134372,15.98%,81.93%,DEM,97.91%
Montana,30001,Beaverhead County,3923,1608,5661,69.30%,28.40%,GOP,97.70%
Montana,30003,Big Horn County,2207,2491,4784,46.13%,52.07%,DEM,98.20%
Montana,30005,Blaine County,1469,1589,3117,47.13%,50.98%,DEM,98.11%
Montana,30007,Broadwater County,3173,835,4097,77.45%,20.38%,GOP,97.83%
Montana,30009,Carbon County,4468,2421,7101,62.92%,34.09%,GOP,97.01%
Montana,30011,Carter County,775,74,864,89.70%,8.56%,GOP,98.26%
Montana,30013,Cascade County,23315,15456,39885,58.46%,38.75%,GOP,97.21%
Montana,30015,Chouteau County,1891,991,2974,63.58%,33.32%,GOP,96.91%
Montana,30017,Custer County,4205,1514,5883,71.48%,25.74%,GOP,97.21%
Montana,30019,Daniels County,799,195,1014,78.80%,19.23%,GOP,98.03%
Montana,30021,Dawson County,3758,962,4837,77.69%,19.89%,GOP,97.58%
Montana,30023,Deer Lodge County,2186,2562,4891,44.69%,52.38%,DEM,97.08%
Montana,30025,Fallon County,1375,172,1575,87.30%,10.92%,GOP,98.22%
Montana,30027,Fergus County,4869,1496,6531,74.55%,22.91%,GOP,97.46%
Montana,30029,Flathead County,38321,20274,60258,63.59%,33.65%,GOP,97.24%
Montana,30031,Gallatin County,31696,37044,71507,44.33%,51.80%,DEM,96.13%
Montana,30033,Garfield County,764,41,813,93.97%,5.04%,GOP,99.02%
Montana,30035,Glacier County,1884,3610,5639,33.41%,64.02%,DEM,97.43%
Montana,30037,Golden Valley County,414,78,503,82.31%,15.51%,GOP,97.81%
Montana,30039,Granite County,1419,638,2102,67.51%,30.35%,GOP,97.86%
Montana,30041,Hill County,3957,2981,7182,55.10%,41.51%,GOP,96.60%
Montana,30043,Jefferson County,5345,2625,8191,65.25%,32.05%,GOP,97.30%
Montana,30045,Judith Basin County,1040,275,1344,77.38%,20.46%,GOP,97.84%
Montana,30047,Lake County,9322,6916,16626,56.07%,41.60%,GOP,97.67%
Montana,30049,Lewis and Clark County,21409,19743,42485,50.39%,46.47%,GOP,96.86%
Montana,30051,Liberty County,821,249,1083,75.81%,22.99%,GOP,98.80%
Montana,30053,Lincoln County,8672,2835,11747,73.82%,24.13%,GOP,97.96%
Montana,30055,McCone County,956,155,1128,84.75%,13.74%,GOP,98.49%
Montana,30057,Madison County,4191,1771,6113,68.56%,28.97%,GOP,97.53%
Montana,30059,Meagher County,833,258,1110,75.05%,23.24%,GOP,98.29%
Montana,30061,Mineral County,1828,686,2563,71.32%,26.77%,GOP,98.09%
Montana,30063,Missoula County,26347,43357,71986,36.60%,60.23%,DEM,96.83%
Montana,30065,Musselshell County,2423,413,2881,84.10%,14.34%,GOP,98.44%
Montana,30067,Park County,6025,5280,11618,51.86%,45.45%,GOP,97.31%
Montana,30069,Petroleum County,298,39,351,84.90%,11.11%,GOP,96.01%
Montana,30071,Phillips County,1936,416,2386,81.14%,17.44%,GOP,98.58%
Montana,30073,Pondera County,2031,903,2995,67.81%,30.15%,GOP,97.96%
Montana,30075,Powder River County,970,154,1136,85.39%,13.56%,GOP,98.94%
Montana,30077,Powell County,2355,752,3195,73.71%,23.54%,GOP,97.25%
Montana,30079,Prairie County,603,126,744,81.05%,16.94%,GOP,97.98%
Montana,30081,Ravalli County,19114,8763,28507,67.05%,30.74%,GOP,97.79%
Montana,30083,Richland County,4800,875,5798,82.79%,15.09%,GOP,97.88%
Montana,30085,Roosevelt County,1996,1910,4028,49.55%,47.42%,GOP,96.97%
Montana,30087,Rosebud County,2486,1199,3784,65.70%,31.69%,GOP,97.38%
Montana,30089,Sanders County,5660,1820,7652,73.97%,23.78%,GOP,97.75%
Montana,30091,Sheridan County,1403,574,2030,69.11%,28.28%,GOP,97.39%
Montana,30093,Silver Bow County,7745,10392,18827,41.14%,55.20%,DEM,96.34%
Montana,30095,Stillwater County,4462,1156,5741,77.72%,20.14%,GOP,97.86%
Montana,30097,Sweet Grass County,1840,549,2446,75.22%,22.44%,GOP,97.67%
Montana,30099,Teton County,2608,1007,3695,70.58%,27.25%,GOP,97.83%
Montana,30101,Toole County,1596,467,2123,75.18%,22.00%,GOP,97.17%
Montana,30103,Treasure County,373,78,460,81.09%,16.96%,GOP,98.04%
Montana,30105,Valley County,3135,1030,4272,73.38%,24.11%,GOP,97.50%
Montana,30107,Wheatland County,823,225,1068,77.06%,21.07%,GOP,98.13%
Montana,30109,Wibaux County,516,77,598,86.29%,12.88%,GOP,99.16%
Montana,30111,Yellowstone County,50772,30679,83821,60.57%,36.60%,GOP,97.17%
Nebraska,31001,Adams County,10085,4213,14602,69.07%,28.85%,GOP,97.92%
Nebraska,31003,Antelope County,3093,452,3583,86.32%,12.62%,GOP,98.94%
Nebraska,31005,Arthur County,260,21,284,91.55%,7.39%,GOP,98.94%
Nebraska,31007,Banner County,362,43,410,88.29%,10.49%,GOP,98.78%
Nebraska,31009,Blaine County,280,35,317,88.33%,11.04%,GOP,99.37%
Nebraska,31011,Boone County,2653,499,3217,82.47%,15.51%,GOP,97.98%
Nebraska,31013,Box Butte County,4002,1051,5181,77.24%,20.29%,GOP,97.53%
Nebraska,31015,Boyd County,1010,135,1153,87.60%,11.71%,GOP,99.31%
Nebraska,31017,Brown County,1470,191,1679,87.55%,11.38%,GOP,98.93%
Nebraska,31019,Buffalo County,16640,6350,23589,70.54%,26.92%,GOP,97.46%
Nebraska,31021,Burt County,2580,1063,3731,69.15%,28.49%,GOP,97.64%
Nebraska,31023,Butler County,3542,873,4498,78.75%,19.41%,GOP,98.15%
Nebraska,31025,Cass County,10121,4737,15284,66.22%,30.99%,GOP,97.21%
Nebraska,31027,Cedar County,4174,725,4996,83.55%,14.51%,GOP,98.06%
Nebraska,31029,Chase County,1740,226,1993,87.31%,11.34%,GOP,98.65%
Nebraska,31031,Cherry County,2844,373,3265,87.11%,11.42%,GOP,98.53%
Nebraska,31033,Cheyenne County,3813,855,4765,80.02%,17.94%,GOP,97.96%
Nebraska,31035,Clay County,2848,632,3558,80.04%,17.76%,GOP,97.81%
Nebraska,31037,Colfax County,2636,1025,3726,70.75%,27.51%,GOP,98.26%
Nebraska,31039,Cuming County,3507,870,4451,78.79%,19.55%,GOP,98.34%
Nebraska,31041,Custer County,5090,786,5993,84.93%,13.12%,GOP,98.05%
Nebraska,31043,Dakota County,3926,2744,6794,57.79%,40.39%,GOP,98.17%
Nebraska,31045,Dawes County,2931,1082,4121,71.12%,26.26%,GOP,97.38%
Nebraska,31047,Dawson County,6524,2497,9178,71.08%,27.21%,GOP,98.29%
Nebraska,31049,Deuel County,871,141,1032,84.40%,13.66%,GOP,98.06%
Nebraska,31051,Dixon County,2335,651,3083,75.74%,21.12%,GOP,96.85%
Nebraska,31053,Dodge County,10984,5544,16876,65.09%,32.85%,GOP,97.94%
Nebraska,31055,Douglas County,119159,150350,274951,43.34%,54.68%,DEM,98.02%
Nebraska,31057,Dundy County,883,105,999,88.39%,10.51%,GOP,98.90%
Nebraska,31059,Fillmore County,2359,693,3134,75.27%,22.11%,GOP,97.38%
Nebraska,31061,Franklin County,1437,276,1724,83.35%,16.01%,GOP,99.36%
Nebraska,31063,Frontier County,1229,189,1440,85.35%,13.13%,GOP,98.47%
Nebraska,31065,Furnas County,2163,399,2601,83.16%,15.34%,GOP,98.50%
Nebraska,31067,Gage County,7445,3385,11068,67.27%,30.58%,GOP,97.85%
Nebraska,31069,Garden County,1016,161,1195,85.02%,13.47%,GOP,98.49%
Nebraska,31071,Garfield County,933,133,1075,86.79%,12.37%,GOP,99.16%
Nebraska,31073,Gosper County,893,215,1118,79.87%,19.23%,GOP,99.11%
Nebraska,31075,Grant County,375,20,402,93.28%,4.98%,GOP,98.26%
Nebraska,31077,Greeley County,1016,229,1258,80.76%,18.20%,GOP,98.97%
Nebraska,31079,Hall County,16189,7681,24374,66.42%,31.51%,GOP,97.93%
Nebraska,31081,Hamilton County,4309,1118,5533,77.88%,20.21%,GOP,98.08%
Nebraska,31083,Harlan County,1615,282,1928,83.77%,14.63%,GOP,98.39%
Nebraska,31085,Hayes County,494,34,534,92.51%,6.37%,GOP,98.88%
Nebraska,31087,Hitchcock County,1264,175,1469,86.04%,11.91%,GOP,97.96%
Nebraska,31089,Holt County,4769,686,5537,86.13%,12.39%,GOP,98.52%
Nebraska,31091,Hooker County,376,59,442,85.07%,13.35%,GOP,98.42%
Nebraska,31093,Howard County,2786,648,3501,79.58%,18.51%,GOP,98.09%
Nebraska,31095,Jefferson County,2616,1016,3716,70.40%,27.34%,GOP,97.74%
Nebraska,31097,Johnson County,1518,647,2229,68.10%,29.03%,GOP,97.13%
Nebraska,31099,Kearney County,2822,701,3604,78.30%,19.45%,GOP,97.75%
Nebraska,31101,Keith County,3544,763,4364,81.21%,17.48%,GOP,98.69%
Nebraska,31103,Keya Paha County,476,49,529,89.98%,9.26%,GOP,99.24%
Nebraska,31105,Kimball County,1563,268,1874,83.40%,14.30%,GOP,97.71%
Nebraska,31107,Knox County,3721,905,4697,79.22%,19.27%,GOP,98.49%
Nebraska,31109,Lancaster County,70092,82293,156091,44.90%,52.72%,DEM,97.63%
Nebraska,31111,Lincoln County,13071,3692,17107,76.41%,21.58%,GOP,97.99%
Nebraska,31113,Logan County,407,38,450,90.44%,8.44%,GOP,98.89%
Nebraska,31115,Loup County,370,75,454,81.50%,16.52%,GOP,98.02%
Nebraska,31117,McPherson County,275,17,302,91.06%,5.63%,GOP,96.69%
Nebraska,31119,Madison County,11940,3478,15765,75.74%,22.06%,GOP,97.80%
Nebraska,31121,Merrick County,3419,743,4282,79.85%,17.35%,GOP,97.20%
Nebraska,31123,Morrill County,2113,386,2558,82.60%,15.09%,GOP,97.69%
Nebraska,31125,Nance County,1437,359,1828,78.61%,19.64%,GOP,98.25%
Nebraska,31127,Nemaha County,2428,921,3423,70.93%,26.91%,GOP,97.84%
Nebraska,31129,Nuckolls County,1857,409,2303,80.63%,17.76%,GOP,98.39%
Nebraska,31131,Otoe County,5649,2490,8315,67.94%,29.95%,GOP,97.88%
Nebraska,31133,Pawnee County,1071,322,1429,74.95%,22.53%,GOP,97.48%
Nebraska,31135,Perkins County,1321,199,1544,85.56%,12.89%,GOP,98.45%
Nebraska,31137,Phelps County,4157,752,5009,82.99%,15.01%,GOP,98.00%
Nebraska,31139,Pierce County,3462,480,4006,86.42%,11.98%,GOP,98.40%
Nebraska,31141,Platte County,12186,3260,15673,77.75%,20.80%,GOP,98.55%
Nebraska,31143,Polk County,2291,530,2879,79.58%,18.41%,GOP,97.99%
Nebraska,31145,Red Willow County,4525,811,5452,83.00%,14.88%,GOP,97.87%
Nebraska,31147,Richardson County,3073,996,4126,74.48%,24.14%,GOP,98.62%
Nebraska,31149,Rock County,744,84,841,88.47%,9.99%,GOP,98.45%
Nebraska,31151,Saline County,3631,1986,5770,62.93%,34.42%,GOP,97.35%
Nebraska,31153,Sarpy County,51979,41206,96193,54.04%,42.84%,GOP,96.87%
Nebraska,31155,Saunders County,9108,3331,12735,71.52%,26.16%,GOP,97.68%
Nebraska,31157,Scotts Bluff County,10952,4196,15469,70.80%,27.13%,GOP,97.92%
Nebraska,31159,Seward County,6490,2438,9142,70.99%,26.67%,GOP,97.66%
Nebraska,31161,Sheridan County,2292,340,2672,85.78%,12.72%,GOP,98.50%
Nebraska,31163,Sherman County,1322,343,1698,77.86%,20.20%,GOP,98.06%
Nebraska,31165,Sioux County,642,72,729,88.07%,9.88%,GOP,97.94%
Nebraska,31167,Stanton County,2561,532,3165,80.92%,16.81%,GOP,97.73%
Nebraska,31169,Thayer County,2308,624,2980,77.45%,20.94%,GOP,98.39%
Nebraska,31171,Thomas County,377,45,427,88.29%,10.54%,GOP,98.83%
Nebraska,31173,Thurston County,1180,1122,2325,50.75%,48.26%,GOP,99.01%
Nebraska,31175,Valley County,1901,412,2340,81.24%,17.61%,GOP,98.85%
Nebraska,31177,Washington County,8583,3554,12413,69.15%,28.63%,GOP,97.78%
Nebraska,31179,Wayne County,3055,1022,4200,72.74%,24.33%,GOP,97.07%
Nebraska,31181,Webster County,1511,335,1876,80.54%,17.86%,GOP,98.40%
Nebraska,31183,Wheeler County,438,59,502,87.25%,11.75%,GOP,99.00%
Nebraska,31185,York County,5337,1630,7143,74.72%,22.82%,GOP,97.54%
Nevada,32001,Churchill County,9372,3051,12890,72.71%,23.67%,GOP,96.38%
Nevada,32003,Clark County,430930,521852,972510,44.31%,53.66%,DEM,97.97%
Nevada,32005,Douglas County,21630,11571,34125,63.38%,33.91%,GOP,97.29%
Nevada,32007,Elko County,16741,4557,21967,76.21%,20.74%,GOP,96.95%
Nevada,32009,Esmeralda County,400,74,487,82.14%,15.20%,GOP,97.33%
Nevada,32011,Eureka County,895,105,1017,88.00%,10.32%,GOP,98.33%
Nevada,32013,Humboldt County,5877,1689,7771,75.63%,21.73%,GOP,97.36%
Nevada,32015,Lander County,2198,496,2765,79.49%,17.94%,GOP,97.43%
Nevada,32017,Lincoln County,2067,330,2446,84.51%,13.49%,GOP,98.00%
Nevada,32019,Lyon County,20914,8473,30238,69.16%,28.02%,GOP,97.19%
Nevada,32021,Mineral County,1423,829,2335,60.94%,35.50%,GOP,96.45%
Nevada,32023,Nye County,17528,7288,25378,69.07%,28.72%,GOP,97.79%
Nevada,32027,Pershing County,1731,547,2320,74.61%,23.58%,GOP,98.19%
Nevada,32029,Storey County,1908,902,2877,66.32%,31.35%,GOP,97.67%
Nevada,32031,Washoe County,116760,128128,252142,46.31%,50.82%,DEM,97.12%
Nevada,32033,White Pine County,3403,859,4369,77.89%,19.66%,GOP,97.55%
Nevada,32510,Carson City,16113,12735,29739,54.18%,42.82%,GOP,97.00%
New Hampshire,33001,Belknap County,20899,16894,38453,54.35%,43.93%,GOP,98.28%
New Hampshire,33003,Carroll County,16150,16649,33272,48.54%,50.04%,DEM,98.58%
New Hampshire,33005,Cheshire County,17892,25506,44206,40.47%,57.70%,DEM,98.17%
New Hampshire,33007,Coos County,8617,7640,16528,52.14%,46.22%,GOP,98.36%
New Hampshire,33009,Grafton County,19905,33180,53989,36.87%,61.46%,DEM,98.33%
New Hampshire,33011,Hillsborough County,104625,122344,231040,45.28%,52.95%,DEM,98.24%
New Hampshire,33013,Merrimack County,39711,48533,89887,44.18%,53.99%,DEM,98.17%
New Hampshire,33015,Rockingham County,95858,100064,198943,48.18%,50.30%,DEM,98.48%
New Hampshire,33017,Strafford County,30489,41721,73729,41.35%,56.59%,DEM,97.94%
New Hampshire,33019,Sullivan County,11508,12390,24383,47.20%,50.81%,DEM,98.01%
New Jersey,34001,Atlantic County,64326,73624,140141,45.90%,52.54%,DEM,98.44%
New Jersey,34003,Bergen County,204277,285811,497160,41.09%,57.49%,DEM,98.58%
New Jersey,34005,Burlington County,103326,154577,265967,38.85%,58.12%,DEM,96.97%
New Jersey,34007,Camden County,86024,174575,264912,32.47%,65.90%,DEM,98.37%
New Jersey,34009,Cape May County,33158,23941,57933,57.24%,41.33%,GOP,98.56%
New Jersey,34011,Cumberland County,28952,32742,62575,46.27%,52.32%,DEM,98.59%
New Jersey,34013,Essex County,75475,266820,345311,21.86%,77.27%,DEM,99.13%
New Jersey,34015,Gloucester County,83340,86702,173453,48.05%,49.99%,DEM,98.03%
New Jersey,34017,Hudson County,65698,181452,250458,26.23%,72.45%,DEM,98.68%
New Jersey,34019,Hunterdon County,43153,39457,84673,50.96%,46.60%,GOP,97.56%
New Jersey,34021,Mercer County,51461,122532,177069,29.06%,69.20%,DEM,98.26%
New Jersey,34023,Middlesex County,143461,226245,375681,38.19%,60.22%,DEM,98.41%
New Jersey,34025,Monmouth County,191808,181291,378390,50.69%,47.91%,GOP,98.60%
New Jersey,34027,Morris County,141134,153881,300917,46.90%,51.14%,DEM,98.04%
New Jersey,34029,Ocean County,217740,119456,342746,63.53%,34.85%,GOP,98.38%
New Jersey,34031,Passaic County,92009,129097,224330,41.02%,57.55%,DEM,98.56%
New Jersey,34033,Salem County,18781,14452,33969,55.29%,42.54%,GOP,97.83%
New Jersey,34035,Somerset County,71994,111113,186826,38.54%,59.47%,DEM,98.01%
New Jersey,34037,Sussex County,51566,34417,88148,58.50%,39.04%,GOP,97.54%
New Jersey,34039,Union County,80002,170245,254041,31.49%,67.01%,DEM,98.51%
New Jersey,34041,Warren County,34769,24901,61057,56.95%,40.78%,GOP,97.73%
New Mexico,35001,Bernalillo County,116135,193757,317590,36.57%,61.01%,DEM,97.58%
New Mexico,35003,Catron County,1698,595,2326,73.00%,25.58%,GOP,98.58%
New Mexico,35005,Chaves County,15656,6381,22443,69.76%,28.43%,GOP,98.19%
New Mexico,35006,Cibola County,3975,4745,8903,44.65%,53.30%,DEM,97.94%
New Mexico,35007,Colfax County,3271,2611,6016,54.37%,43.40%,GOP,97.77%
New Mexico,35009,Curry County,10444,4307,15101,69.16%,28.52%,GOP,97.68%
New Mexico,35011,De Baca County,656,231,901,72.81%,25.64%,GOP,98.45%
New Mexico,35013,Do̱a Ana County,32802,47957,82641,39.69%,58.03%,DEM,97.72%
New Mexico,35015,Eddy County,17454,5424,23222,75.16%,23.36%,GOP,98.52%
New Mexico,35017,Grant County,6553,7590,14435,45.40%,52.58%,DEM,97.98%
New Mexico,35019,Guadalupe County,917,1234,2189,41.89%,56.37%,DEM,98.26%
New Mexico,35021,Harding County,319,179,505,63.17%,35.45%,GOP,98.61%
New Mexico,35023,Hidalgo County,1120,823,1974,56.74%,41.69%,GOP,98.43%
New Mexico,35025,Lea County,16531,4061,20918,79.03%,19.41%,GOP,98.44%
New Mexico,35027,Lincoln County,6942,3194,10306,67.36%,30.99%,GOP,98.35%
New Mexico,35028,Los Alamos County,4278,7554,12293,34.80%,61.45%,DEM,96.25%
New Mexico,35029,Luna County,4408,3563,8103,54.40%,43.97%,GOP,98.37%
New Mexico,35031,McKinley County,7801,18029,26486,29.45%,68.07%,DEM,97.52%
New Mexico,35033,Mora County,903,1745,2686,33.62%,64.97%,DEM,98.59%
New Mexico,35035,Otero County,14521,8485,23571,61.61%,36.00%,GOP,97.60%
New Mexico,35037,Quay County,2634,1170,3873,68.01%,30.21%,GOP,98.22%
New Mexico,35039,Rio Arriba County,5408,10990,16628,32.52%,66.09%,DEM,98.62%
New Mexico,35041,Roosevelt County,4634,1802,6608,70.13%,27.27%,GOP,97.40%
New Mexico,35043,Sandoval County,34174,40588,76562,44.64%,53.01%,DEM,97.65%
New Mexico,35045,San Juan County,32874,18083,52294,62.86%,34.58%,GOP,97.44%
New Mexico,35047,San Miguel County,3421,7888,11531,29.67%,68.41%,DEM,98.07%
New Mexico,35049,Santa Fe County,18329,62530,82227,22.29%,76.05%,DEM,98.34%
New Mexico,35051,Sierra County,3542,2265,5945,59.58%,38.10%,GOP,97.68%
New Mexico,35053,Socorro County,3255,3722,7160,45.46%,51.98%,DEM,97.44%
New Mexico,35055,Taos County,3715,13121,17181,21.62%,76.37%,DEM,97.99%
New Mexico,35057,Torrance County,4772,2344,7281,65.54%,32.19%,GOP,97.73%
New Mexico,35059,Union County,1388,383,1789,77.59%,21.41%,GOP,98.99%
New Mexico,35061,Valencia County,17364,14263,32277,53.80%,44.19%,GOP,97.99%
New York,36001,Albany County,45570,73189,121529,37.50%,60.22%,DEM,97.72%
New York,36003,Allegany County,14135,6048,20782,68.02%,29.10%,GOP,97.12%
New York,36005,Bronx County,55849,271835,329638,16.94%,82.46%,DEM,99.41%
New York,36007,Broome County,43728,46909,92853,47.09%,50.52%,DEM,97.61%
New York,36009,Cattaraugus County,22155,11879,34845,63.58%,34.09%,GOP,97.67%
New York,36011,Cayuga County,19495,16143,36433,53.51%,44.31%,GOP,97.82%
New York,36013,Chautauqua County,34853,23087,59304,58.77%,38.93%,GOP,97.70%
New York,36015,Chemung County,21922,16636,39410,55.63%,42.21%,GOP,97.84%
New York,36017,Chenango County,13464,8251,22269,60.46%,37.05%,GOP,97.51%
New York,36019,Clinton County,14354,12690,27471,52.25%,46.19%,GOP,98.45%
New York,36021,Columbia County,14453,20253,35363,40.87%,57.27%,DEM,98.14%
New York,36023,Cortland County,10788,10367,21675,49.77%,47.83%,GOP,97.60%
New York,36025,Delaware County,11952,6420,18763,63.70%,34.22%,GOP,97.92%
New York,36027,Dutchess County,59661,57720,119539,49.91%,48.29%,GOP,98.19%
New York,36029,Erie County,178349,198808,383952,46.45%,51.78%,DEM,98.23%
